"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SYMBOL"
"9983",416.451197328277,2.62254676781593,0.716739049358383,3.65899802747403,0.000253203288877957,0.00139520980983775,"Alg14"
"10576",3699.50847990253,0.868111905502893,0.216238739212316,4.01459936672369,5.9546853569833e-05,0.000386641028387457,"S100a10"
"10612",3.36737056063793,4.70199654699125,1.92807660920245,2.43869798769886,0.0147402816090072,0.0449603821377392,"Klhdc8a"
"10810",5131.28664772054,1.50935256258822,0.254734178711913,5.92520630808319,3.11905556739333e-09,4.95617371688215e-08,"Krtcap2"
"10939",50.8389087169214,7.19497655405877,1.56408301154309,4.60012448249812,4.22238541052902e-06,3.61323106059961e-05,"Pars2"
"11230",18041.4763839172,0.859025761947912,0.28012288155254,3.06660333203374,0.00216505960532391,0.00901812048970205,"Tubb2b"
"11265",574.820726075593,1.68425726745292,0.546034911326771,3.08452304516659,0.0020387881447108,0.00858475264062276,"Cenpe"
"11465",138.58374851458,4.99794283481891,1.40349584707158,3.56106706353796,0.000369350722788588,0.0019499303388824,"Ticrr"
"11555",129.151538470929,2.83708596250277,1.06269828018437,2.6697003424251,0.00759189671327216,0.0260366882454208,"Tmem198b"
"11565",18.3876354607014,7.22798183031007,1.37760816790334,5.24676174162842,1.54795874635468e-07,1.81874914874278e-06,"Dmrta2"
"11863",852.372452953169,0.969256860757057,0.13935818527645,6.95514841007943,3.52191076475973e-12,8.77513951415941e-11,"Hexim1"
"11881",383.011223725261,3.34209153070549,0.940957111524555,3.55180006588247,0.000382605462535166,0.00201272906187066,"C1galt1c1"
"11959",4.34644596139622,5.98654775883479,2.18046349023603,2.74553909553733,0.00604115690372726,0.0214967883205707,"Espnl"
"12033",26.8775093418601,7.12676837310463,1.24710037429582,5.71467102407758,1.09916455101294e-08,1.59401291826489e-07,"Lpar4"
"12246",66.6006398795511,3.88700396206714,0.777926428719068,4.99662155516103,5.83434050181125e-07,6.12209444859285e-06,"Gen1"
"12296",103.784192376421,25.0436295875927,1.97105982382275,12.7056669132559,5.4998551894105e-37,1.6017201219652e-34,"Arhgef39"
"12356",438.093917363741,1.34351114220759,0.502543958323187,2.67342014555387,0.00750821494423747,0.0257895279358814,"Gnpda1"
"12420",4.20271804876173,6.00885042312036,1.56787092935603,3.83249048796918,0.00012685250559643,0.000757236143118472,"Spdya"
"12457",1019.46825377513,1.81287282606154,0.403111528218327,4.49719915992995,6.88544855924391e-06,5.64727579201145e-05,"Traf7"
"12573",538.588391227145,2.16618423875798,0.539054405335232,4.01848907516275,5.85725243943296e-05,0.000380732124356116,"Tnfaip6"
"12651",83.189593476306,3.01008004788082,0.62882749154928,4.78681369426885,1.69449997244752e-06,1.58853783696729e-05,"Skida1"
"12695",459.153854132407,2.12426077313366,0.643817897384732,3.29947455913026,0.000968660071251322,0.0045524460756031,"Slc30a7"
"12866",2234.3548895023,0.696730894914607,0.224071105278011,3.10941874477816,0.001874558372677,0.00802639900954612,"Kxd1"
"12978",494.838886153191,2.29746355049869,0.879607711828361,2.61191838089182,0.00900357463704252,0.0299865960680653,"Lig1"
"12996",115.127808053095,2.89763845600999,0.764709298974529,3.78920258965819,0.00015113162841816,0.000882304758083669,"Ccdc18"
"13211",131.820305444781,5.29773933590408,0.965684643932218,5.48599314402676,4.11152843098022e-08,5.37859370959968e-07,"Espl1"
"13490",360.817103345572,8.23210991096148,1.27214048596202,6.47106982428612,9.73114505976022e-11,1.95117146711784e-09,"Mfap2"
"13505",737.979434164233,1.20204529054683,0.481479282230568,2.49656700695006,0.0125401974087063,0.0393806977135705,"Mrps9"
"13537",2786.61761169017,1.8338774277033,0.387813565409577,4.72876039229445,2.25894779603088e-06,2.0537465504856e-05,"Copz1"
"13576",449.045695643413,1.7148871918081,0.71632049333061,2.39402223973036,0.0166647382921222,0.0496559070316698,"Fiz1"
"13697",12815.0160209147,0.717557764702771,0.20507317495487,3.49903279578464,0.000466949143129195,0.00239888708146042,"Rpl17"
"13750",15983.0617470514,1.43875351252614,0.2111410119248,6.81418308745515,9.4800908449905e-12,2.2043692913777e-10,"Actg1"
"14164",3475.91513465577,1.07083846092009,0.247871057943616,4.32014318171698,1.5592799513777e-05,0.00011634022820758,"Tcp1"
"14196",274.646326974943,2.20322629141927,0.913964180381118,2.41062651984954,0.0159251467809773,0.047829286993079,"Ap5s1"
"14207",707.862038253042,1.02784971644594,0.415523319464194,2.47362703438962,0.0133749244055335,0.0415903259345884,"Chrac1"
"14234",818.908570038756,2.4685629568682,1.02695412034715,2.40377141291738,0.0162269163755738,0.0485550226397287,"Psrc1"
"14256",255.670093135381,2.42524674554733,0.964004002032575,2.51580568175419,0.0118760640733301,0.037614241088021,"Msto1"
"14357",66.7254294475425,4.0430870041189,1.5309554782638,2.64089130057787,0.00826882442452767,0.027974798305415,"Slc35g2"
"14549",861.114499850459,1.0226426760111,0.402317187949033,2.54188164623145,0.0110257501386942,0.0354327878462197,"Sms"
"14571",115.313314836854,2.16984185581829,0.63708801499019,3.40587454914169,0.000659524774028015,0.00325408379886388,"Tuba1a"
"15115",120.464421779407,2.68960631531765,1.07883939783956,2.49305533400408,0.0126649107419028,0.0397231884410139,"Rad54b"
"16649",606.983662804093,0.995482886457598,0.35547766649663,2.80040908411622,0.00510378819760814,0.0186292988145693,"Noc2l"
"18760",20.1522149634145,3.23414081119912,0.827185065700986,3.90981528233757,9.23667262968508e-05,0.000571342232821572,"Scamp4"
